date,week_start,channel,source,campaign,segment,stage,stage_order,stage_count,cost,revenue,channel_index,campaign_index,week_index
2026-01-20,2026-01-19,Organic,Organic Search,Organic Campaign 2,Enterprise,Visitor,1,1255,627.67,0.0,0,2,1
2026-01-20,2026-01-19,Organic,Organic Search,Organic Campaign 2,Enterprise,Lead,2,138,0.0,0.0,0,2,1
2026-01-20,2026-01-19,Organic,Organic Search,Organic Campaign 2,Enterprise,MQL,3,69,0.0,0.0,0,2,1
2026-01-20,2026-01-19,Organic,Organic Search,Organic Campaign 2,Enterprise,SQL,4,25,0.0,0.0,0,2,1
2026-01-20,2026-01-19,Organic,Organic Search,Organic Campaign 2,Enterprise,Opportunity,5,9,0.0,0.0,0,2,1
2026-01-20,2026-01-19,Organic,Organic Search,Organic Campaign 2,Enterprise,Customer,6,4,0.0,5085.11,0,2,1
2026-01-20,2026-01-19,Referral,Referral,Referral Campaign 1,Enterprise,Visitor,1,838,154.66,0.0,3,1,1
2026-01-20,2026-01-19,Referral,Referral,Referral Campaign 1,Enterprise,Lead,2,178,0.0,0.0,3,1,1
2026-01-20,2026-01-19,Referral,Referral,Referral Campaign 1,Enterprise,MQL,3,116,0.0,0.0,3,1,1
2026-01-20,2026-01-19,Referral,Referral,Referral Campaign 1,Enterprise,SQL,4,64,0.0,0.0,3,1,1
2026-01-20,2026-01-19,Referral,Referral,Referral Campaign 1,Enterprise,Opportunity,5,34,0.0,0.0,3,1,1
2026-01-20,2026-01-19,Referral,Referral,Referral Campaign 1,Enterprise,Customer,6,15,0.0,26737.33,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 1,Smb,Visitor,1,679,125.56,0.0,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 1,Smb,Lead,2,134,0.0,0.0,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 1,Smb,MQL,3,86,0.0,0.0,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 1,Smb,SQL,4,39,0.0,0.0,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 1,Smb,Opportunity,5,14,0.0,0.0,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 1,Smb,Customer,6,5,0.0,10555.83,3,1,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 2,Smb,Visitor,1,817,142.68,0.0,3,2,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 2,Smb,Lead,2,148,0.0,0.0,3,2,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 2,Smb,MQL,3,91,0.0,0.0,3,2,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 2,Smb,SQL,4,60,0.0,0.0,3,2,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 2,Smb,Opportunity,5,31,0.0,0.0,3,2,1
2026-01-21,2026-01-19,Referral,Referral,Referral Campaign 2,Smb,Customer,6,9,0.0,13354.11,3,2,1
2026-01-22,2026-01-19,Email,e-mail,Email Campaign 1,Smb,Visitor,1,1037,356.57,0.0,2,1,1
2026-01-22,2026-01-19,Email,e-mail,Email Campaign 1,Smb,Lead,2,140,0.0,0.0,2,1,1
2026-01-22,2026-01-19,Email,e-mail,Email Campaign 1,Smb,MQL,3,86,0.0,0.0,2,1,1
2026-01-22,2026-01-19,Email,e-mail,Email Campaign 1,Smb,SQL,4,49,0.0,0.0,2,1,1
2026-01-22,2026-01-19,Email,e-mail,Email Campaign 1,Smb,Opportunity,5,26,0.0,0.0,2,1,1
2026-01-22,2026-01-19,Email,e-mail,Email Campaign 1,Smb,Customer,6,7,0.0,11631.15,2,1,1
2026-01-22,2026-01-19,Organic,organic,Organic Campaign 2,Smb,Visitor,1,1659,889.12,0.0,0,2,1
2026-01-22,2026-01-19,Organic,organic,Organic Campaign 2,Smb,Lead,2,164,0.0,0.0,0,2,1
2026-01-22,2026-01-19,Organic,organic,Organic Campaign 2,Smb,MQL,3,87,0.0,0.0,0,2,1
2026-01-22,2026-01-19,Organic,organic,Organic Campaign 2,Smb,SQL,4,34,0.0,0.0,0,2,1
2026-01-22,2026-01-19,Organic,organic,Organic Campaign 2,Smb,Opportunity,5,15,0.0,0.0,0,2,1
2026-01-22,2026-01-19,Organic,organic,Organic Campaign 2,Smb,Customer,6,5,0.0,6670.74,0,2,1
2026-01-22,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Smb,Visitor,1,2220,4034.42,0.0,1,1,1
2026-01-22,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Smb,Lead,2,179,0.0,0.0,1,1,1
2026-01-22,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Smb,MQL,3,70,0.0,0.0,1,1,1
2026-01-22,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Smb,SQL,4,29,0.0,0.0,1,1,1
2026-01-22,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Smb,Opportunity,5,7,0.0,0.0,1,1,1
2026-01-22,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Smb,Customer,6,1,0.0,1358.05,1,1,1
2026-01-23,2026-01-19,Organic,organic,Organic Campaign 1,Enterprise,Visitor,1,1143,586.4,0.0,0,1,1
2026-01-23,2026-01-19,Organic,organic,Organic Campaign 1,Enterprise,Lead,2,121,0.0,0.0,0,1,1
2026-01-23,2026-01-19,Organic,organic,Organic Campaign 1,Enterprise,MQL,3,62,0.0,0.0,0,1,1
2026-01-23,2026-01-19,Organic,organic,Organic Campaign 1,Enterprise,SQL,4,29,0.0,0.0,0,1,1
2026-01-23,2026-01-19,Organic,organic,Organic Campaign 1,Enterprise,Opportunity,5,9,0.0,0.0,0,1,1
2026-01-23,2026-01-19,Organic,organic,Organic Campaign 1,Enterprise,Customer,6,1,0.0,1284.57,0,1,1
2026-01-23,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Visitor,1,1434,1946.84,0.0,4,1,1
2026-01-23,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Lead,2,206,0.0,0.0,4,1,1
2026-01-23,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,MQL,3,101,0.0,0.0,4,1,1
2026-01-23,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,SQL,4,44,0.0,0.0,4,1,1
2026-01-23,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Opportunity,5,17,0.0,0.0,4,1,1
2026-01-23,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Customer,6,7,0.0,12944.04,4,1,1
2026-01-23,2026-01-19,Paid Social,Paid Social,Paid Social Campaign 2,Smb,Visitor,1,2932,5277.49,0.0,1,2,1
2026-01-23,2026-01-19,Paid Social,Paid Social,Paid Social Campaign 2,Smb,Lead,2,226,0.0,0.0,1,2,1
2026-01-23,2026-01-19,Paid Social,Paid Social,Paid Social Campaign 2,Smb,MQL,3,0,0.0,0.0,1,2,1
2026-01-23,2026-01-19,Paid Social,Paid Social,Paid Social Campaign 2,Smb,SQL,4,29,0.0,0.0,1,2,1
2026-01-23,2026-01-19,Paid Social,Paid Social,Paid Social Campaign 2,Smb,Opportunity,5,9,0.0,0.0,1,2,1
2026-01-23,2026-01-19,Paid Social,Paid Social,Paid Social Campaign 2,Smb,Customer,6,1,0.0,1490.23,1,2,1
2026-01-24,2026-01-19,Email,Email,Email Campaign 1,Enterprise,Visitor,1,1104,314.61,0.0,2,1,1
2026-01-24,2026-01-19,Email,Email,Email Campaign 1,Enterprise,Lead,2,212,0.0,0.0,2,1,1
2026-01-24,2026-01-19,Email,Email,Email Campaign 1,Enterprise,MQL,3,123,0.0,0.0,2,1,1
2026-01-24,2026-01-19,Email,Email,Email Campaign 1,Enterprise,SQL,4,56,0.0,0.0,2,1,1
2026-01-24,2026-01-19,Email,Email,Email Campaign 1,Enterprise,Opportunity,5,22,0.0,0.0,2,1,1
2026-01-24,2026-01-19,Email,Email,Email Campaign 1,Enterprise,Customer,6,0,0.0,18641.48,2,1,1
2026-01-24,2026-01-19,Email,e-mail,Email Campaign 2,Enterprise,Visitor,1,1330,415.82,0.0,2,2,1
2026-01-24,2026-01-19,Email,e-mail,Email Campaign 2,Enterprise,Lead,2,175,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,e-mail,Email Campaign 2,Enterprise,MQL,3,98,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,e-mail,Email Campaign 2,Enterprise,SQL,4,51,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,e-mail,Email Campaign 2,Enterprise,Opportunity,5,25,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,e-mail,Email Campaign 2,Enterprise,Customer,6,12,0.0,16390.19,2,2,1
2026-01-24,2026-01-19,Email,EMAIL,Email Campaign 2,Smb,Visitor,1,1155,333.56,0.0,2,2,1
2026-01-24,2026-01-19,Email,EMAIL,Email Campaign 2,Smb,Lead,2,229,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,EMAIL,Email Campaign 2,Smb,MQL,3,129,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,EMAIL,Email Campaign 2,Smb,SQL,4,69,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,EMAIL,Email Campaign 2,Smb,Opportunity,5,32,0.0,0.0,2,2,1
2026-01-24,2026-01-19,Email,EMAIL,Email Campaign 2,Smb,Customer,6,11,0.0,16054.45,2,2,1
2026-01-24,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Visitor,1,1713,2292.52,0.0,4,1,1
2026-01-24,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Lead,2,239,0.0,0.0,4,1,1
2026-01-24,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Smb,MQL,3,106,0.0,0.0,4,1,1
2026-01-24,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Smb,SQL,4,59,0.0,0.0,4,1,1
2026-01-24,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Opportunity,5,16,0.0,0.0,4,1,1
2026-01-24,2026-01-19,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Customer,6,2,0.0,3253.98,4,1,1
2026-01-25,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Visitor,1,1486,2557.76,0.0,1,1,1
2026-01-25,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Lead,2,98,0.0,0.0,1,1,1
2026-01-25,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,MQL,3,36,0.0,0.0,1,1,1
2026-01-25,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,SQL,4,16,0.0,0.0,1,1,1
2026-01-25,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Opportunity,5,6,0.0,0.0,1,1,1
2026-01-25,2026-01-19,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Customer,6,1,0.0,1176.5,1,1,1
2026-01-26,2026-01-26,Email,e-mail,Email Campaign 1,Enterprise,Visitor,1,1190,425.01,0.0,2,1,2
2026-01-26,2026-01-26,Email,e-mail,Email Campaign 1,Enterprise,Lead,2,207,0.0,0.0,2,1,2
2026-01-26,2026-01-26,Email,e-mail,Email Campaign 1,Enterprise,MQL,3,122,0.0,0.0,2,1,2
2026-01-26,2026-01-26,Email,e-mail,Email Campaign 1,Enterprise,SQL,4,77,0.0,0.0,2,1,2
2026-01-26,2026-01-26,Email,e-mail,Email Campaign 1,Enterprise,Opportunity,5,43,0.0,0.0,2,1,2
2026-01-26,2026-01-26,Email,e-mail,Email Campaign 1,Enterprise,Customer,6,11,0.0,16824.45,2,1,2
2026-01-26,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Visitor,1,1744,2382.44,0.0,4,1,2
2026-01-26,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Lead,2,0,0.0,0.0,4,1,2
2026-01-26,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 1,Smb,MQL,3,108,0.0,0.0,4,1,2
2026-01-26,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 1,Smb,SQL,4,46,0.0,0.0,4,1,2
2026-01-26,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Opportunity,5,17,0.0,0.0,4,1,2
2026-01-26,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 1,Smb,Customer,6,2,0.0,3222.0,4,1,2
2026-01-26,2026-01-26,Referral,Referral,Referral Campaign 1,Enterprise,Visitor,1,912,161.52,0.0,3,1,2
2026-01-26,2026-01-26,Referral,Referral,Referral Campaign 1,Enterprise,Lead,2,194,0.0,0.0,3,1,2
2026-01-26,2026-01-26,Referral,Referral,Referral Campaign 1,Enterprise,MQL,3,131,0.0,0.0,3,1,2
2026-01-26,2026-01-26,Referral,Referral,Referral Campaign 1,Enterprise,SQL,4,71,0.0,0.0,3,1,2
2026-01-26,2026-01-26,Referral,Referral,Referral Campaign 1,Enterprise,Opportunity,5,32,0.0,0.0,3,1,2
2026-01-26,2026-01-26,Referral,Referral,Referral Campaign 1,Enterprise,Customer,6,12,0.0,24004.01,3,1,2
2026-01-27,2026-01-26,Email,EMAIL,Email Campaign 2,Enterprise,Visitor,1,1319,421.49,0.0,2,2,2
2026-01-27,2026-01-26,Email,EMAIL,Email Campaign 2,Enterprise,Lead,2,239,0.0,0.0,2,2,2
2026-01-27,2026-01-26,Email,EMAIL,Email Campaign 2,Enterprise,MQL,3,135,0.0,0.0,2,2,2
2026-01-27,2026-01-26,Email,EMAIL,Email Campaign 2,Enterprise,SQL,4,69,0.0,0.0,2,2,2
2026-01-27,2026-01-26,Email,EMAIL,Email Campaign 2,Enterprise,Opportunity,5,35,0.0,0.0,2,2,2
2026-01-27,2026-01-26,Email,EMAIL,Email Campaign 2,Enterprise,Customer,6,15,0.0,21834.18,2,2,2
2026-01-27,2026-01-26,Organic,organic,Organic Campaign 1,Smb,Visitor,1,1489,810.36,0.0,0,1,2
2026-01-27,2026-01-26,Organic,organic,Organic Campaign 1,Smb,Lead,2,165,0.0,0.0,0,1,2
2026-01-27,2026-01-26,Organic,organic,Organic Campaign 1,Smb,MQL,3,85,0.0,0.0,0,1,2
2026-01-27,2026-01-26,Organic,organic,Organic Campaign 1,Smb,SQL,4,45,0.0,0.0,0,1,2
2026-01-27,2026-01-26,Organic,organic,Organic Campaign 1,Smb,Opportunity,5,19,0.0,0.0,0,1,2
2026-01-27,2026-01-26,Organic,organic,Organic Campaign 1,Smb,Customer,6,2,0.0,2287.35,0,1,2
2026-01-27,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Enterprise,Visitor,1,1526,3004.79,0.0,1,1,2
2026-01-27,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Enterprise,Lead,2,124,0.0,0.0,1,1,2
2026-01-27,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Enterprise,MQL,3,59,0.0,0.0,1,1,2
2026-01-27,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Enterprise,SQL,4,19,0.0,0.0,1,1,2
2026-01-27,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Enterprise,Opportunity,5,8,0.0,0.0,1,1,2
2026-01-27,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Enterprise,Customer,6,1,0.0,0.0,1,1,2
2026-01-27,2026-01-26,Referral,partner,Referral Campaign 2,Smb,Visitor,1,791,138.38,0.0,3,2,2
2026-01-27,2026-01-26,Referral,partner,Referral Campaign 2,Smb,Lead,2,191,0.0,0.0,3,2,2
2026-01-27,2026-01-26,Referral,partner,Referral Campaign 2,Smb,MQL,3,123,0.0,0.0,3,2,2
2026-01-27,2026-01-26,Referral,partner,Referral Campaign 2,Smb,SQL,4,72,0.0,0.0,3,2,2
2026-01-27,2026-01-26,Referral,partner,Referral Campaign 2,Smb,Opportunity,5,40,0.0,0.0,3,2,2
2026-01-27,2026-01-26,Referral,partner,Referral Campaign 2,Smb,Customer,6,13,0.0,21007.86,3,2,2
2026-01-28,2026-01-26,Organic,Organic Search,Organic Campaign 1,Enterprise,Visitor,1,1083,613.92,0.0,0,1,2
2026-01-28,2026-01-26,Organic,Organic Search,Organic Campaign 1,Enterprise,Lead,2,99,0.0,0.0,0,1,2
2026-01-28,2026-01-26,Organic,Organic Search,Organic Campaign 1,Enterprise,MQL,3,49,0.0,0.0,0,1,2
2026-01-28,2026-01-26,Organic,Organic Search,Organic Campaign 1,Enterprise,SQL,4,26,0.0,0.0,0,1,2
2026-01-28,2026-01-26,Organic,Organic Search,Organic Campaign 1,Enterprise,Opportunity,5,11,0.0,0.0,0,1,2
2026-01-28,2026-01-26,Organic,Organic Search,Organic Campaign 1,Enterprise,Customer,6,5,0.0,6908.2,0,1,2
2026-01-28,2026-01-26,Organic,organic,Organic Campaign 2,Enterprise,Visitor,1,1350,764.27,0.0,0,2,2
2026-01-28,2026-01-26,Organic,organic,Organic Campaign 2,Enterprise,Lead,2,156,0.0,0.0,0,2,2
2026-01-28,2026-01-26,Organic,organic,Organic Campaign 2,Enterprise,MQL,3,83,0.0,0.0,0,2,2
2026-01-28,2026-01-26,Organic,organic,Organic Campaign 2,Enterprise,SQL,4,47,0.0,0.0,0,2,2
2026-01-28,2026-01-26,Organic,organic,Organic Campaign 2,Enterprise,Opportunity,5,13,0.0,0.0,0,2,2
2026-01-28,2026-01-26,Organic,organic,Organic Campaign 2,Enterprise,Customer,6,5,0.0,6799.63,0,2,2
2026-01-29,2026-01-26,Email,EMAIL,Email Campaign 1,Smb,Visitor,1,1079,330.9,0.0,2,1,2
2026-01-29,2026-01-26,Email,EMAIL,Email Campaign 1,Smb,Lead,2,155,0.0,0.0,2,1,2
2026-01-29,2026-01-26,Email,EMAIL,Email Campaign 1,Smb,MQL,3,92,0.0,0.0,2,1,2
2026-01-29,2026-01-26,Email,EMAIL,Email Campaign 1,Smb,SQL,4,47,0.0,0.0,2,1,2
2026-01-29,2026-01-26,Email,EMAIL,Email Campaign 1,Smb,Opportunity,5,15,0.0,0.0,2,1,2
2026-01-29,2026-01-26,Email,EMAIL,Email Campaign 1,Smb,Customer,6,6,0.0,10380.1,2,1,2
2026-01-29,2026-01-26,Paid Search,ppc,Paid Search Campaign 1,Enterprise,Visitor,1,1478,1959.64,0.0,4,1,2
2026-01-29,2026-01-26,Paid Search,ppc,Paid Search Campaign 1,Enterprise,Lead,2,216,0.0,0.0,4,1,2
2026-01-29,2026-01-26,Paid Search,ppc,Paid Search Campaign 1,Enterprise,MQL,3,116,0.0,0.0,4,1,2
2026-01-29,2026-01-26,Paid Search,ppc,Paid Search Campaign 1,Enterprise,SQL,4,43,0.0,0.0,4,1,2
2026-01-29,2026-01-26,Paid Search,ppc,Paid Search Campaign 1,Enterprise,Opportunity,5,17,0.0,0.0,4,1,2
2026-01-29,2026-01-26,Paid Search,ppc,Paid Search Campaign 1,Enterprise,Customer,6,2,0.0,3013.26,4,1,2
2026-01-29,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 2,Smb,Visitor,1,2183,2924.01,0.0,4,2,2
2026-01-29,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 2,Smb,Lead,2,275,0.0,0.0,4,2,2
2026-01-29,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 2,Smb,MQL,3,119,0.0,0.0,4,2,2
2026-01-29,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 2,Smb,SQL,4,53,0.0,0.0,4,2,2
2026-01-29,2026-01-26,Paid Search,Search Ads,Paid Search Campaign 2,Smb,Customer,6,4,0.0,6772.4,4,2,2
2026-01-29,2026-01-26,Paid Search,Search Ads,Unknown Campaign,Smb,Opportunity,5,20,0.0,0.0,4,2,2
2026-01-29,2026-01-26,Referral,partner,Referral Campaign 1,Smb,Visitor,1,707,131.21,0.0,3,1,2
2026-01-29,2026-01-26,Referral,partner,Referral Campaign 1,Smb,Lead,2,122,0.0,0.0,3,1,2
2026-01-29,2026-01-26,Referral,partner,Referral Campaign 1,Smb,MQL,3,77,0.0,0.0,3,1,2
2026-01-29,2026-01-26,Referral,partner,Referral Campaign 1,Smb,SQL,4,47,0.0,0.0,3,1,2
2026-01-29,2026-01-26,Referral,partner,Referral Campaign 1,Smb,Opportunity,5,18,0.0,0.0,3,1,2
2026-01-29,2026-01-26,Referral,partner,Referral Campaign 1,Smb,Customer,6,7,0.0,12389.67,3,1,2
2026-01-30,2026-01-26,Organic,organic,Organic Campaign 2,Smb,Visitor,1,1707,866.59,0.0,0,2,2
2026-01-30,2026-01-26,Organic,organic,Organic Campaign 2,Smb,Lead,2,165,0.0,0.0,0,2,2
2026-01-30,2026-01-26,Organic,organic,Organic Campaign 2,Smb,MQL,3,80,0.0,0.0,0,2,2
2026-01-30,2026-01-26,Organic,organic,Organic Campaign 2,Smb,SQL,4,42,0.0,0.0,0,2,2
2026-01-30,2026-01-26,Organic,organic,Organic Campaign 2,Smb,Opportunity,5,15,0.0,0.0,0,2,2
2026-01-30,2026-01-26,Organic,organic,Organic Campaign 2,Smb,Customer,6,3,0.0,4346.04,0,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Smb,Visitor,1,2256,3771.26,0.0,1,1,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Smb,Lead,2,152,0.0,0.0,1,1,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Smb,SQL,4,30,0.0,0.0,1,1,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Smb,Opportunity,5,16,0.0,0.0,1,1,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 1,Smb,Customer,6,5,0.0,6802.3,1,1,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Visitor,1,2011,3673.65,0.0,1,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Lead,2,129,0.0,0.0,1,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,MQL,3,51,0.0,0.0,1,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,SQL,4,17,0.0,0.0,1,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Opportunity,5,2,0.0,0.0,1,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Customer,6,1,0.0,1324.44,1,2,2
2026-01-30,2026-01-26,Paid Social,Paid Social,Unknown Campaign,Smb,MQL,3,62,0.0,0.0,1,1,2
2026-01-31,2026-01-26,Email,e-mail,Email Campaign 2,Smb,Visitor,1,1228,411.18,0.0,2,2,2
2026-01-31,2026-01-26,Email,e-mail,Email Campaign 2,Smb,Lead,2,227,0.0,0.0,2,2,2
2026-01-31,2026-01-26,Email,e-mail,Email Campaign 2,Smb,MQL,3,118,0.0,0.0,2,2,2
2026-01-31,2026-01-26,Email,e-mail,Email Campaign 2,Smb,SQL,4,65,0.0,0.0,2,2,2
2026-01-31,2026-01-26,Email,e-mail,Email Campaign 2,Smb,Opportunity,5,31,0.0,0.0,2,2,2
2026-01-31,2026-01-26,Email,e-mail,Email Campaign 2,Smb,Customer,6,7,0.0,11787.45,2,2,2
2026-01-31,2026-01-26,Paid Social,Social Ads,Paid Social Campaign 2,Smb,Visitor,1,3103,5672.02,0.0,1,2,2
2026-01-31,2026-01-26,Paid Social,Social Ads,Paid Social Campaign 2,Smb,Lead,2,221,0.0,0.0,1,2,2
2026-01-31,2026-01-26,Paid Social,Social Ads,Paid Social Campaign 2,Smb,MQL,3,99,0.0,0.0,1,2,2
